name,ann_return,ann_vol,sharpe,max_drawdown,calmar,hit_rate
long-short (selected factors),0.2323398964428334,0.280509007282333,0.8282796288569183,-0.2581396426019422,0.9000550791073471,0.5382059800664452
long-only (selected factors),0.5852196134250854,0.2903408151120056,2.0156298493524707,-0.18544004026808159,3.155842786590545,0.5415282392026578
benchmark (equal-weight),0.403530500256002,0.13361130517908376,3.0201823095368794,-0.08159465381595021,4.945550736280217,0.6146179401993356
