name,ann_return,ann_vol,sharpe,max_drawdown,calmar,hit_rate
long-short (selected factors),0.5032497102546817,0.06900677564927933,7.292757928763439,-0.017969088949796763,28.006412103623852,0.6740331491712708
long-only (selected factors),0.04791727842914332,0.15468386437272952,0.3097755452610159,-0.10993043420143733,0.435887284328736,0.5303867403314917
benchmark (equal-weight),-0.19044087702817183,0.1473793216052473,-1.2921817996846539,-0.21971563641230973,-0.8667606918553488,0.4972375690607735
